Sede,Invoice No,Date,Line,Product Code,Invoice Quantity,Unit Cost,Net Unit Price,Price List,Price Limit,Price Std,Category Name,Total
DEL,DEL1070,08/06/2026,50,CEM-499,2,32.52,42.88,47.17,40.74,42.88,Cemento,85.76
DEL,DEL1071,28/03/2026,10,PLY-465,2,18.54,32.83,36.11,31.19,32.83,Plywood,65.66
DEL,DEL1071,28/03/2026,20,ACE-890,2,17.07,35.37,38.91,33.6,35.37,Acero,70.74
DEL,DEL1071,28/03/2026,30,TUB-659,4,31.48,42.56,46.82,40.43,42.56,Tuberías,170.24
DEL,DEL1071,28/03/2026,40,PLY-812,5,27.5,56.09,61.7,53.29,56.09,Plywood,280.45
DEL,DEL1071,28/03/2026,50,CEM-137,5,11.38,13.23,14.55,12.57,13.23,Cemento,66.15
DEL,DEL1072,10/01/2025,10,PLY-627,4,11.98,18.88,20.77,17.94,18.88,Plywood,75.52
DEL,DEL1072,10/01/2025,20,CEM-871,2,33.54,43.74,48.11,41.55,43.74,Cemento,87.48
DEL,DEL1072,10/01/2025,30,TUB-986,2,15.01,25.63,28.19,24.35,25.63,Tuberías,51.26
DEL,DEL1073,21/01/2026,10,PLY-861,5,32.98,59.63,65.59,56.65,59.63,Plywood,298.15
DEL,DEL1073,21/01/2026,20,CEM-608,3,38.48,48.02,52.82,45.62,48.02,Cemento,144.06
DEL,DEL1073,21/01/2026,30,TUB-920,4,17.86,29.93,32.92,28.43,29.93,Tuberías,119.72
DEL,DEL1073,21/01/2026,40,PLY-658,3,19.86,35.84,39.42,34.05,35.84,Plywood,107.52
DEL,DEL1074,10/12/2025,10,PLY-717,5,16.48,28.43,31.27,27.01,28.43,Plywood,142.15
DEL,DEL1074,10/12/2025,20,PIN-143,5,10.83,15.81,17.39,15.02,15.81,Pinturas,79.05
DEL,DEL1074,10/12/2025,30,PIN-381,5,36.91,56.87,62.56,54.03,56.87,Pinturas,284.35
DEL,DEL1074,10/12/2025,40,TUB-472,5,32.7,43.0,47.3,40.85,43.0,Tuberías,215.0
DEL,DEL1075,17/11/2025,10,ACA-135,5,10.0,14.16,15.58,13.45,14.16,Acabados,70.8
DEL,DEL1075,17/11/2025,20,PLY-492,4,13.26,25.6,28.16,24.32,25.6,Plywood,102.4
DEL,DEL1075,17/11/2025,30,ACA-479,5,6.13,7.46,8.21,7.09,7.46,Acabados,37.3
DEL,DEL1076,12/06/2025,10,PIN-421,5,25.09,37.64,41.4,35.76,37.64,Pinturas,188.2
DEL,DEL1076,12/06/2025,20,TUB-611,3,13.74,18.44,20.28,17.52,18.44,Tuberías,55.32
DEL,DEL1076,12/06/2025,30,CEM-820,4,36.97,42.7,46.97,40.56,42.7,Cemento,170.8
DEL,DEL1076,12/06/2025,40,CEM-304,5,39.87,48.86,53.75,46.42,48.86,Cemento,244.3
DEL,DEL1076,12/06/2025,50,PLY-189,5,34.85,63.32,69.65,60.15,63.32,Plywood,316.6
DEL,DEL1077,26/12/2025,10,TUB-407,4,29.83,46.4,51.04,44.08,46.4,Tuberías,185.6
DEL,DEL1077,26/12/2025,20,ACE-912,3,29.91,65.56,72.12,62.28,65.56,Acero,196.68
DEL,DEL1077,26/12/2025,30,PLY-342,3,12.85,27.38,30.12,26.01,27.38,Plywood,82.14
DEL,DEL1077,26/12/2025,40,ACE-578,4,5.92,11.62,12.78,11.04,11.62,Acero,46.48
DEL,DEL1078,26/03/2025,10,TUB-638,5,8.02,11.53,12.68,10.95,11.53,Tuberías,57.65
DEL,DEL1078,26/03/2025,20,CEM-424,3,19.33,26.03,28.63,24.73,26.03,Cemento,78.09
DEL,DEL1078,26/03/2025,30,TUB-231,4,20.75,33.59,36.95,31.91,33.59,Tuberías,134.36
DEL,DEL1079,27/09/2025,10,PIN-951,2,9.52,14.16,15.58,13.45,14.16,Pinturas,28.32
DEL,DEL1079,27/09/2025,20,PLY-826,4,10.36,17.07,18.78,16.22,17.07,Plywood,68.28
DEL,DEL1079,27/09/2025,30,PLY-966,4,38.16,70.84,77.92,67.3,70.84,Plywood,283.36
DEL,DEL1080,03/09/2025,10,PLY-729,4,38.47,65.88,72.47,62.59,65.88,Plywood,263.52
DEL,DEL1080,03/09/2025,20,CEM-257,6,22.59,26.57,29.23,25.24,26.57,Cemento,159.42
DEL,DEL1080,03/09/2025,30,PLY-962,4,26.86,55.92,61.51,53.12,55.92,Plywood,223.68
DEL,DEL1080,03/09/2025,40,FER-146,2,6.44,14.83,16.31,14.09,14.83,Ferretería,29.66
DEL,DEL1081,21/05/2026,10,TUB-609,2,31.84,47.45,52.2,45.08,47.45,Tuberías,94.9
DEL,DEL1081,21/05/2026,20,ELÉ-594,4,24.1,47.29,52.02,44.93,47.29,Eléctrico,189.16
DEL,DEL1081,21/05/2026,30,PLY-174,5,33.26,59.54,65.49,56.56,59.54,Plywood,297.7
DEL,DEL1081,21/05/2026,40,TUB-308,5,10.53,15.69,17.26,14.91,15.69,Tuberías,78.45
DEL,DEL1082,11/03/2026,10,PLY-508,4,30.14,59.77,65.75,56.78,59.77,Plywood,239.08
DEL,DEL1082,11/03/2026,20,PLY-347,4,17.97,33.81,37.19,32.12,33.81,Plywood,135.24
DEL,DEL1082,11/03/2026,30,CEM-151,2,14.36,17.37,19.11,16.5,17.37,Cemento,34.74
DEL,DEL1083,10/06/2025,10,ELÉ-933,3,19.63,42.29,46.52,40.18,42.29,Eléctrico,126.87
DEL,DEL1083,10/06/2025,20,PLY-610,3,25.22,43.76,48.14,41.57,43.76,Plywood,131.28
DEL,DEL1083,10/06/2025,30,SEG-123,5,21.34,31.56,34.72,29.98,31.56,Seguridad,157.8
DEL,DEL1083,10/06/2025,40,PLY-320,3,18.76,34.14,37.55,32.43,34.14,Plywood,102.42
DEL,DEL1083,10/06/2025,50,TUB-963,6,6.7,9.54,10.49,9.06,9.54,Tuberías,57.24
DEL,DEL1084,21/09/2025,10,PLY-370,3,5.29,8.54,9.39,8.11,8.54,Plywood,25.62
DEL,DEL1084,21/09/2025,20,PIN-152,5,31.73,45.14,49.65,42.88,45.14,Pinturas,225.7
DEL,DEL1084,21/09/2025,30,TUB-495,2,11.81,18.39,20.23,17.47,18.39,Tuberías,36.78
DEL,DEL1084,21/09/2025,40,CEM-796,6,31.75,38.83,42.71,36.89,38.83,Cemento,232.98
DEL,DEL1084,21/09/2025,50,TUB-913,4,9.5,12.67,13.94,12.04,12.67,Tuberías,50.68
DEL,DEL1085,11/05/2025,10,PIN-141,6,11.97,17.84,19.62,16.95,17.84,Pinturas,107.04
DEL,DEL1085,11/05/2025,20,PLY-631,5,9.8,17.12,18.83,16.26,17.12,Plywood,85.6
DEL,DEL1085,11/05/2025,30,CEM-727,4,26.22,34.66,38.13,32.93,34.66,Cemento,138.64
DEL,DEL1085,11/05/2025,40,PLY-707,4,18.75,35.88,39.47,34.09,35.88,Plywood,143.52
DEL,DEL1086,11/04/2026,10,PIN-439,4,15.49,25.34,27.87,24.07,25.34,Pinturas,101.36
DEL,DEL1086,11/04/2026,20,TUB-711,2,39.3,61.77,67.95,58.68,61.77,Tuberías,123.54
DEL,DEL1086,11/04/2026,30,CEM-691,6,38.85,55.71,61.28,52.92,55.71,Cemento,334.26
DEL,DEL1086,11/04/2026,40,PLY-744,6,6.8,12.47,13.72,11.85,12.47,Plywood,74.82
DEL,DEL1086,11/04/2026,50,PIN-132,3,32.11,45.9,50.49,43.6,45.9,Pinturas,137.7
DEL,DEL1087,19/03/2026,10,PLY-807,5,20.44,36.74,40.41,34.9,36.74,Plywood,183.7
DEL,DEL1087,19/03/2026,20,PLY-993,5,22.56,43.11,47.42,40.95,43.11,Plywood,215.55
DEL,DEL1088,28/06/2025,10,PIN-638,5,23.15,35.08,38.59,33.33,35.08,Pinturas,175.4
DEL,DEL1088,28/06/2025,20,PLY-450,6,38.48,70.09,77.1,66.59,70.09,Plywood,420.54
DEL,DEL1089,18/12/2025,10,TUB-724,4,35.37,57.27,63.0,54.41,57.27,Tuberías,229.08
DEL,DEL1089,18/12/2025,20,CEM-330,4,38.51,47.08,51.79,44.73,47.08,Cemento,188.32
DEL,DEL1089,18/12/2025,30,ACA-806,3,39.38,58.56,64.42,55.63,58.56,Acabados,175.68
DEL,DEL1089,18/12/2025,40,PIN-394,4,16.1,22.78,25.06,21.64,22.78,Pinturas,91.12
DEL,DEL1090,04/11/2025,10,ELÉ-397,3,18.81,33.57,36.93,31.89,33.57,Eléctrico,100.71
DEL,DEL1090,04/11/2025,20,PLY-771,5,38.44,61.41,67.55,58.34,61.41,Plywood,307.05
DEL,DEL1090,04/11/2025,30,PLY-377,6,21.77,36.36,40.0,34.54,36.36,Plywood,218.16
DEL,DEL1090,04/11/2025,40,FER-858,6,29.37,53.59,58.95,50.91,53.59,Ferretería,321.54
DEL,DEL1090,04/11/2025,50,TUB-331,6,13.49,21.77,23.95,20.68,21.77,Tuberías,130.62
DEL,DEL1091,21/04/2025,10,PLY-797,2,19.47,38.42,42.26,36.5,38.42,Plywood,76.84
DEL,DEL1091,21/04/2025,20,PIN-516,3,5.18,7.82,8.6,7.43,7.82,Pinturas,23.46
DEL,DEL1091,21/04/2025,30,TUB-874,3,35.82,54.41,59.85,51.69,54.41,Tuberías,163.23
DEL,DEL1092,10/02/2026,10,PLY-337,6,7.07,14.16,15.58,13.45,14.16,Plywood,84.96
DEL,DEL1092,10/02/2026,20,CEM-527,3,30.31,45.42,49.96,43.15,45.42,Cemento,136.26
DEL,DEL1092,10/02/2026,30,ELÉ-906,5,11.15,23.73,26.1,22.54,23.73,Eléctrico,118.65
DEL,DEL1092,10/02/2026,40,CEM-997,4,37.78,57.01,62.71,54.16,57.01,Cemento,228.04
DEL,DEL1093,02/11/2025,10,PLY-391,4,26.1,54.74,60.21,52.0,54.74,Plywood,218.96
DEL,DEL1093,02/11/2025,20,CEM-971,3,27.45,36.39,40.03,34.57,36.39,Cemento,109.17
DEL,DEL1094,17/02/2026,10,PLY-763,5,33.31,58.15,63.97,55.24,58.15,Plywood,290.75
DEL,DEL1094,17/02/2026,20,PLY-681,4,11.52,22.86,25.15,21.72,22.86,Plywood,91.44
DEL,DEL1094,17/02/2026,30,TUB-946,5,11.76,18.64,20.5,17.71,18.64,Tuberías,93.2
DEL,DEL1094,17/02/2026,40,CEM-289,2,16.48,20.99,23.09,19.94,20.99,Cemento,41.98
DEL,DEL1094,17/02/2026,50,HER-367,2,21.71,40.99,45.09,38.94,40.99,Herramientas,81.98
DEL,DEL1095,13/10/2025,10,CEM-840,6,14.34,17.84,19.62,16.95,17.84,Cemento,107.04
DEL,DEL1095,13/10/2025,20,TUB-163,3,14.15,20.69,22.76,19.66,20.69,Tuberías,62.07
DEL,DEL1095,13/10/2025,30,TUB-820,6,21.29,29.06,31.97,27.61,29.06,Tuberías,174.36
DEL,DEL1096,25/01/2025,10,TUB-729,4,27.35,47.75,52.53,45.36,47.75,Tuberías,191.0
DEL,DEL1096,25/01/2025,20,PLY-865,5,38.51,70.57,77.63,67.04,70.57,Plywood,352.85
DEL,DEL1096,25/01/2025,30,HER-875,5,18.08,31.9,35.09,30.3,31.9,Herramientas,159.5
DEL,DEL1096,25/01/2025,40,CEM-796,3,28.24,33.81,37.19,32.12,33.81,Cemento,101.43
DEL,DEL1097,25/07/2025,10,CEM-214,6,23.49,29.54,32.49,28.06,29.54,Cemento,177.24
DEL,DEL1097,25/07/2025,20,PLY-649,6,24.17,44.68,49.15,42.45,44.68,Plywood,268.08
DEL,DEL1098,05/01/2025,10,PLY-834,3,23.21,37.59,41.35,35.71,37.59,Plywood,112.77
DEL,DEL1098,05/01/2025,20,TUB-564,2,8.18,12.56,13.82,11.93,12.56,Tuberías,25.12
DEL,DEL1098,05/01/2025,30,PLY-573,6,19.54,36.79,40.47,34.95,36.79,Plywood,220.74
DEL,DEL1099,22/04/2026,10,PIN-692,3,18.86,30.86,33.95,29.32,30.86,Pinturas,92.58
DEL,DEL1099,22/04/2026,20,PLY-161,6,19.83,38.93,42.82,36.98,38.93,Plywood,233.58
DEL,DEL1099,22/04/2026,30,FER-393,2,7.42,17.43,19.17,16.56,17.43,Ferretería,34.86
DEL,DEL1099,22/04/2026,40,CEM-483,5,31.91,45.53,50.08,43.25,45.53,Cemento,227.65
DEL,DEL1100,13/03/2026,10,ELÉ-236,6,36.74,66.24,72.86,62.93,66.24,Eléctrico,397.44
DEL,DEL1100,13/03/2026,20,TUB-502,6,17.17,23.59,25.95,22.41,23.59,Tuberías,141.54
DEL,DEL1100,13/03/2026,30,CEM-874,2,30.48,36.55,40.2,34.72,36.55,Cemento,73.1
DEL,DEL1100,13/03/2026,40,PLY-534,6,15.44,30.07,33.08,28.57,30.07,Plywood,180.42
DEL,DEL1100,13/03/2026,50,CEM-258,4,33.82,40.9,44.99,38.85,40.9,Cemento,163.6
DEL,DEL1101,09/03/2026,10,ACA-729,5,30.38,36.45,40.1,34.63,36.45,Acabados,182.25
DEL,DEL1101,09/03/2026,20,PIN-168,3,35.93,45.15,49.66,42.89,45.15,Pinturas,135.45
DEL,DEL1101,09/03/2026,30,PLY-350,2,6.18,11.76,12.94,11.17,11.76,Plywood,23.52
DEL,DEL1102,24/06/2025,10,CEM-243,2,13.2,15.8,17.38,15.01,15.8,Cemento,31.6
DEL,DEL1102,24/06/2025,20,CEM-426,6,15.12,21.89,24.08,20.8,21.89,Cemento,131.34
DEL,DEL1103,19/02/2025,10,PLY-326,6,35.67,76.01,83.61,72.21,76.01,Plywood,456.06
DEL,DEL1103,19/02/2025,20,CEM-852,6,14.63,19.59,21.55,18.61,19.59,Cemento,117.54
DEL,DEL1103,19/02/2025,30,FER-148,5,26.91,54.23,59.65,51.52,54.23,Ferretería,271.15
DEL,DEL1103,19/02/2025,40,HER-426,6,37.96,66.36,73.0,63.04,66.36,Herramientas,398.16
DEL,DEL1104,23/03/2026,10,CEM-584,6,15.5,18.33,20.16,17.41,18.33,Cemento,109.98
DEL,DEL1104,23/03/2026,20,PLY-925,3,12.89,26.5,29.15,25.17,26.5,Plywood,79.5
DEL,DEL1104,23/03/2026,30,CEM-670,5,7.02,8.98,9.88,8.53,8.98,Cemento,44.9
DEL,DEL1104,23/03/2026,40,CEM-762,4,18.59,22.54,24.79,21.41,22.54,Cemento,90.16
DEL,DEL1104,23/03/2026,50,PLY-841,6,20.74,36.7,40.37,34.87,36.7,Plywood,220.2
DEL,DEL1105,27/05/2026,10,PLY-994,2,18.2,34.71,38.18,32.97,34.71,Plywood,69.42
DEL,DEL1105,27/05/2026,20,PLY-322,6,33.16,62.9,69.19,59.75,62.9,Plywood,377.4
DEL,DEL1105,27/05/2026,30,CEM-316,2,35.43,44.12,48.53,41.91,44.12,Cemento,88.24
DEL,DEL1106,07/02/2025,10,PIN-820,6,31.4,52.84,58.12,50.2,52.84,Pinturas,317.04
DEL,DEL1106,07/02/2025,20,PLY-489,4,37.03,69.46,76.41,65.99,69.46,Plywood,277.84
DEL,DEL1107,15/09/2025,10,PLY-200,5,17.59,36.42,40.06,34.6,36.42,Plywood,182.1
DEL,DEL1107,15/09/2025,20,ACE-308,4,30.28,63.28,69.61,60.12,63.28,Acero,253.12
DEL,DEL1107,15/09/2025,30,PLY-859,3,19.49,36.68,40.35,34.85,36.68,Plywood,110.04
DEL,DEL1107,15/09/2025,40,PLY-837,6,14.13,29.69,32.66,28.21,29.69,Plywood,178.14
DEL,DEL1108,14/02/2025,10,PLY-611,3,16.55,29.37,32.31,27.9,29.37,Plywood,88.11
DEL,DEL1108,14/02/2025,20,CEM-840,5,38.02,47.42,52.16,45.05,47.42,Cemento,237.1
DEL,DEL1108,14/02/2025,30,TUB-273,4,22.17,30.35,33.39,28.83,30.35,Tuberías,121.4
DEL,DEL1108,14/02/2025,40,PLY-757,6,24.13,40.04,44.04,38.04,40.04,Plywood,240.24
DEL,DEL1109,02/02/2026,10,ACE-882,2,7.6,16.15,17.77,15.34,16.15,Acero,32.3
DEL,DEL1109,02/02/2026,20,PLY-824,2,9.81,18.86,20.75,17.92,18.86,Plywood,37.72
DEL,DEL1110,05/02/2026,10,PLY-594,6,20.96,33.26,36.59,31.6,33.26,Plywood,199.56
DEL,DEL1110,05/02/2026,20,TUB-112,5,5.55,8.58,9.44,8.15,8.58,Tuberías,42.9
DEL,DEL1111,01/03/2025,10,CEM-925,5,15.03,19.78,21.76,18.79,19.78,Cemento,98.9
DEL,DEL1111,01/03/2025,20,ACA-252,6,11.27,17.48,19.23,16.61,17.48,Acabados,104.88
DEL,DEL1111,01/03/2025,30,PLY-373,4,26.69,45.36,49.9,43.09,45.36,Plywood,181.44
DEL,DEL1111,01/03/2025,40,ACE-678,5,7.77,17.18,18.9,16.32,17.18,Acero,85.9
DEL,DEL1112,08/09/2025,10,PLY-195,2,33.98,54.32,59.75,51.6,54.32,Plywood,108.64
DEL,DEL1112,08/09/2025,20,CEM-819,2,18.2,23.76,26.14,22.57,23.76,Cemento,47.52
DEL,DEL1112,08/09/2025,30,PLY-679,4,22.5,40.64,44.7,38.61,40.64,Plywood,162.56
DEL,DEL1113,28/11/2025,10,ELÉ-586,6,37.17,63.77,70.15,60.58,63.77,Eléctrico,382.62
DEL,DEL1113,28/11/2025,20,PLY-656,4,37.35,72.97,80.27,69.32,72.97,Plywood,291.88
DEL,DEL1114,19/06/2025,10,PLY-701,3,34.76,54.24,59.66,51.53,54.24,Plywood,162.72
DEL,DEL1114,19/06/2025,20,PLY-406,2,33.72,68.59,75.45,65.16,68.59,Plywood,137.18
DEL,DEL1115,06/03/2026,10,TUB-439,6,34.73,56.17,61.79,53.36,56.17,Tuberías,337.02
DEL,DEL1115,06/03/2026,20,PLY-612,2,30.89,62.28,68.51,59.17,62.28,Plywood,124.56
DEL,DEL1115,06/03/2026,30,PIN-958,3,17.11,22.17,24.39,21.06,22.17,Pinturas,66.51
DEL,DEL1116,03/09/2025,10,TUB-130,4,26.49,41.79,45.97,39.7,41.79,Tuberías,167.16
DEL,DEL1116,03/09/2025,20,TUB-464,3,32.42,48.85,53.74,46.41,48.85,Tuberías,146.55
DEL,DEL1116,03/09/2025,30,CEM-776,6,18.14,21.47,23.62,20.4,21.47,Cemento,128.82
DEL,DEL1116,03/09/2025,40,PLY-830,3,32.03,55.25,60.78,52.49,55.25,Plywood,165.75
DEL,DEL1117,03/05/2025,10,PLY-857,3,18.3,36.82,40.5,34.98,36.82,Plywood,110.46
DEL,DEL1117,03/05/2025,20,PLY-555,4,17.62,28.28,31.11,26.87,28.28,Plywood,113.12
DEL,DEL1118,12/11/2025,10,PLY-668,6,8.06,14.55,16.01,13.82,14.55,Plywood,87.3
DEL,DEL1118,12/11/2025,20,CEM-195,6,8.62,9.85,10.84,9.36,9.85,Cemento,59.1
DEL,DEL1118,12/11/2025,30,TUB-398,2,32.46,55.46,61.01,52.69,55.46,Tuberías,110.92
DEL,DEL1118,12/11/2025,40,CEM-348,6,32.27,45.49,50.04,43.22,45.49,Cemento,272.94
DEL,DEL1119,19/01/2026,10,TUB-604,4,10.93,15.5,17.05,14.72,15.5,Tuberías,62.0
DEL,DEL1119,19/01/2026,20,PLY-595,4,10.85,18.59,20.45,17.66,18.59,Plywood,74.36
DEL,DEL1119,19/01/2026,30,PIN-708,5,17.64,29.93,32.92,28.43,29.93,Pinturas,149.65
DEL,DEL1120,20/05/2025,10,CEM-440,5,9.74,10.8,11.88,10.26,10.8,Cemento,54.0
DEL,DEL1120,20/05/2025,20,ACE-442,5,18.3,39.38,43.32,37.41,39.38,Acero,196.9
DEL,DEL1120,20/05/2025,30,CEM-239,6,33.82,46.63,51.29,44.3,46.63,Cemento,279.78
DEL,DEL1121,10/07/2025,10,TUB-507,3,29.34,44.62,49.08,42.39,44.62,Tuberías,133.86
DEL,DEL1121,10/07/2025,20,HER-689,5,15.2,26.76,29.44,25.42,26.76,Herramientas,133.8
DEL,DEL1121,10/07/2025,30,PIN-473,5,16.41,22.68,24.95,21.55,22.68,Pinturas,113.4
DEL,DEL1121,10/07/2025,40,PLY-284,6,24.73,46.98,51.68,44.63,46.98,Plywood,281.88
DEL,DEL1122,22/06/2026,10,ACA-916,5,21.16,30.89,33.98,29.35,30.89,Acabados,154.45
DEL,DEL1122,22/06/2026,20,PLY-789,5,29.25,59.46,65.41,56.49,59.46,Plywood,297.3
DEL,DEL1123,16/12/2025,10,TUB-908,5,13.47,21.67,23.84,20.59,21.67,Tuberías,108.35
DEL,DEL1123,16/12/2025,20,PLY-510,6,20.72,39.43,43.37,37.46,39.43,Plywood,236.58
DEL,DEL1123,16/12/2025,30,CEM-656,5,37.32,54.87,60.36,52.13,54.87,Cemento,274.35
DEL,DEL1124,02/09/2025,10,PIN-211,2,33.43,51.17,56.29,48.61,51.17,Pinturas,102.34
DEL,DEL1124,02/09/2025,20,PIN-145,6,28.02,39.72,43.69,37.73,39.72,Pinturas,238.32
DEL,DEL1124,02/09/2025,30,TUB-915,4,27.58,44.2,48.62,41.99,44.2,Tuberías,176.8
DEL,DEL1124,02/09/2025,40,CEM-864,6,5.37,6.52,7.17,6.19,6.52,Cemento,39.12
DEL,DEL1125,17/10/2025,10,CEM-807,6,18.69,26.72,29.39,25.38,26.72,Cemento,160.32
DEL,DEL1125,17/10/2025,20,CEM-402,2,17.07,19.05,20.96,18.1,19.05,Cemento,38.1
DEL,DEL1125,17/10/2025,30,CEM-456,3,38.66,44.63,49.09,42.4,44.63,Cemento,133.89
DEL,DEL1126,10/03/2025,10,CEM-199,5,12.24,16.01,17.61,15.21,16.01,Cemento,80.05
DEL,DEL1126,10/03/2025,20,CEM-145,4,29.39,36.43,40.07,34.61,36.43,Cemento,145.72
DEL,DEL1126,10/03/2025,30,ACE-793,2,9.03,19.36,21.3,18.39,19.36,Acero,38.72
DEL,DEL1126,10/03/2025,40,ACE-278,6,37.55,77.99,85.79,74.09,77.99,Acero,467.94
DEL,DEL1127,18/05/2025,10,PLY-744,5,19.92,36.31,39.94,34.49,36.31,Plywood,181.55
DEL,DEL1127,18/05/2025,20,PLY-855,2,27.42,49.5,54.45,47.02,49.5,Plywood,99.0
DEL,DEL1127,18/05/2025,30,TUB-104,5,11.91,18.77,20.65,17.83,18.77,Tuberías,93.85
DEL,DEL1128,23/07/2025,10,PLY-691,2,31.33,63.5,69.85,60.32,63.5,Plywood,127.0
DEL,DEL1128,23/07/2025,20,PLY-301,4,35.52,59.0,64.9,56.05,59.0,Plywood,236.0
DEL,DEL1128,23/07/2025,30,CEM-754,6,14.18,20.81,22.89,19.77,20.81,Cemento,124.86
DEL,DEL1129,11/11/2025,10,TUB-732,5,25.55,37.22,40.94,35.36,37.22,Tuberías,186.1
DEL,DEL1129,11/11/2025,20,PLY-704,6,28.58,57.79,63.57,54.9,57.79,Plywood,346.74
DEL,DEL1129,11/11/2025,30,PLY-219,4,9.69,15.7,17.27,14.91,15.7,Plywood,62.8
DEL,DEL1129,11/11/2025,40,PLY-710,5,29.27,54.2,59.62,51.49,54.2,Plywood,271.0
DEL,DEL1129,11/11/2025,50,PLY-810,6,18.43,30.6,33.66,29.07,30.6,Plywood,183.6
DEL,DEL1130,21/05/2025,10,TUB-962,4,22.14,30.01,33.01,28.51,30.01,Tuberías,120.04
DEL,DEL1130,21/05/2025,20,CEM-596,2,6.88,8.64,9.5,8.21,8.64,Cemento,17.28
DEL,DEL1130,21/05/2025,30,PLY-768,6,33.53,71.02,78.12,67.47,71.02,Plywood,426.12
DEL,DEL1131,16/05/2025,10,TUB-271,5,19.55,33.17,36.49,31.51,33.17,Tuberías,165.85
DEL,DEL1131,16/05/2025,20,PLY-133,4,6.08,12.15,13.37,11.54,12.15,Plywood,48.6
DEL,DEL1131,16/05/2025,30,PLY-679,5,23.82,39.3,43.23,37.33,39.3,Plywood,196.5
DEL,DEL1131,16/05/2025,40,PIN-686,2,31.81,48.03,52.83,45.63,48.03,Pinturas,96.06
DEL,DEL1131,16/05/2025,50,PLY-655,4,32.13,65.4,71.94,62.13,65.4,Plywood,261.6
DEL,DEL1132,27/02/2025,10,PIN-204,5,20.45,27.67,30.44,26.29,27.67,Pinturas,138.35
DEL,DEL1132,27/02/2025,20,PIN-560,2,27.88,38.1,41.91,36.2,38.1,Pinturas,76.2
DEL,DEL1133,09/12/2025,10,ELÉ-894,2,8.04,16.85,18.54,16.01,16.85,Eléctrico,33.7
DEL,DEL1133,09/12/2025,20,ACE-981,4,12.35,25.63,28.19,24.35,25.63,Acero,102.52
DEL,DEL1133,09/12/2025,30,PIN-903,3,27.15,36.05,39.66,34.25,36.05,Pinturas,108.15
DEL,DEL1133,09/12/2025,40,PLY-645,4,12.24,19.41,21.35,18.44,19.41,Plywood,77.64
DEL,DEL1134,09/05/2025,10,PLY-978,4,29.64,51.02,56.12,48.47,51.02,Plywood,204.08
DEL,DEL1134,09/05/2025,20,CEM-868,3,36.51,52.85,58.14,50.21,52.85,Cemento,158.55
DEL,DEL1134,09/05/2025,30,PIN-818,3,37.16,63.9,70.29,60.7,63.9,Pinturas,191.7
DEL,DEL1135,28/04/2026,10,PLY-601,5,29.9,60.95,67.05,57.9,60.95,Plywood,304.75
DEL,DEL1135,28/04/2026,20,PLY-562,5,27.13,52.1,57.31,49.49,52.1,Plywood,260.5
DEL,DEL1135,28/04/2026,30,PLY-627,5,32.81,65.73,72.3,62.44,65.73,Plywood,328.65
DEL,DEL1136,24/03/2026,10,PIN-435,5,35.71,52.31,57.54,49.69,52.31,Pinturas,261.55
DEL,DEL1136,24/03/2026,20,TUB-848,2,35.41,60.21,66.23,57.2,60.21,Tuberías,120.42
DEL,DEL1136,24/03/2026,30,HER-914,2,27.22,47.96,52.76,45.56,47.96,Herramientas,95.92
DEL,DEL1136,24/03/2026,40,CEM-606,3,12.62,16.23,17.85,15.42,16.23,Cemento,48.69
DEL,DEL1137,09/02/2025,10,ACE-972,6,16.82,33.25,36.58,31.59,33.25,Acero,199.5
DEL,DEL1137,09/02/2025,20,CEM-147,2,17.03,23.7,26.07,22.51,23.7,Cemento,47.4
DEL,DEL1137,09/02/2025,30,PLY-978,2,32.44,59.09,65.0,56.14,59.09,Plywood,118.18
DEL,DEL1137,09/02/2025,40,PLY-307,5,20.98,44.78,49.26,42.54,44.78,Plywood,223.9
DEL,DEL1138,23/05/2025,10,ELÉ-195,4,15.57,32.72,35.99,31.08,32.72,Eléctrico,130.88
DEL,DEL1138,23/05/2025,20,TUB-153,3,13.76,20.21,22.23,19.2,20.21,Tuberías,60.63
DEL,DEL1138,23/05/2025,30,CEM-539,3,15.69,21.95,24.14,20.85,21.95,Cemento,65.85
DEL,DEL1139,21/12/2025,10,PIN-707,3,5.04,7.44,8.18,7.07,7.44,Pinturas,22.32
DEL,DEL1139,21/12/2025,20,PLY-936,4,28.8,44.83,49.31,42.59,44.83,Plywood,179.32
DEL,DEL1140,04/05/2025,10,PIN-848,2,21.72,29.49,32.44,28.02,29.49,Pinturas,58.98
DEL,DEL1140,04/05/2025,20,ACE-240,4,8.61,15.91,17.5,15.11,15.91,Acero,63.64
DEL,DEL1140,04/05/2025,30,PLY-170,3,33.47,69.14,76.05,65.68,69.14,Plywood,207.42
DEL,DEL1140,04/05/2025,40,CEM-459,5,5.3,7.3,8.03,6.93,7.3,Cemento,36.5
DEL,DEL1140,04/05/2025,50,PIN-730,5,26.98,35.64,39.2,33.86,35.64,Pinturas,178.2
DEL,DEL1141,22/04/2025,10,ACE-703,2,8.03,13.52,14.87,12.84,13.52,Acero,27.04
DEL,DEL1141,22/04/2025,20,PIN-353,3,17.3,25.13,27.64,23.87,25.13,Pinturas,75.39
DEL,DEL1141,22/04/2025,30,PLY-838,6,7.95,14.92,16.41,14.17,14.92,Plywood,89.52
DEL,DEL1141,22/04/2025,40,TUB-310,4,32.26,52.39,57.63,49.77,52.39,Tuberías,209.56
