Invoice No,Date,Line,Product Code,Invoice Quantity,Unit Cost,Net Unit Price,Price List,Price Limit,Price Std,Category Name,Total
DEL1101,04/09/2025,20,PLY-702,5,21.53,29.42,32.36,27.95,29.42,Plywood,147.1
DEL1102,25/05/2025,10,PLY-216,1,36.18,64.06,70.47,60.86,64.06,Plywood,64.06
DEL1102,25/05/2025,20,CEM-560,3,11.1,18.27,20.1,17.36,18.27,Cemento,54.81
DEL1103,26/04/2025,10,CEM-458,4,40.0,60.23,66.25,57.22,60.23,Cemento,240.92
DEL1103,26/04/2025,20,PLY-196,3,31.76,52.87,58.16,50.23,52.87,Plywood,158.61
DEL1103,26/04/2025,30,CEM-371,3,6.01,8.69,9.56,8.26,8.69,Cemento,26.07
DEL1104,06/03/2025,10,PLY-321,2,6.91,9.63,10.59,9.15,9.63,Plywood,19.26
DEL1105,31/12/2025,10,PLY-837,1,11.39,17.11,18.82,16.25,17.11,Plywood,17.11
DEL1105,31/12/2025,20,CEM-832,1,27.46,35.9,39.49,34.1,35.9,Cemento,35.9
DEL1106,13/03/2025,10,SEG-180,4,8.08,13.31,14.64,12.64,13.31,Seguridad,53.24
DEL1106,13/03/2025,20,TUB-336,3,23.32,39.75,43.73,37.76,39.75,Tuberías,119.25
DEL1106,13/03/2025,30,PLY-379,1,17.4,29.44,32.38,27.97,29.44,Plywood,29.44
DEL1107,13/10/2025,10,CEM-568,2,23.02,30.29,33.32,28.78,30.29,Cemento,60.58
DEL1108,29/05/2026,10,CEM-876,4,22.98,42.77,47.05,40.63,42.77,Cemento,171.08
DEL1108,29/05/2026,20,PLY-604,2,37.51,70.19,77.21,66.68,70.19,Plywood,140.38
DEL1109,21/01/2026,10,ELÉ-607,2,36.94,55.74,61.31,52.95,55.74,Eléctrico,111.48
DEL1109,21/01/2026,20,PLY-384,1,32.1,54.28,59.71,51.57,54.28,Plywood,54.28
DEL1109,21/01/2026,30,CEM-645,3,8.43,14.32,15.75,13.6,14.32,Cemento,42.96
DEL1110,03/12/2025,10,TUB-151,1,34.44,57.34,63.07,54.47,57.34,Tuberías,57.34
DEL1110,03/12/2025,20,SEG-309,2,34.69,61.8,67.98,58.71,61.8,Seguridad,123.6
DEL1110,03/12/2025,30,TUB-448,2,16.28,27.84,30.62,26.45,27.84,Tuberías,55.68
DEL1111,22/11/2025,10,CEM-403,1,22.59,34.36,37.8,32.64,34.36,Cemento,34.36
DEL1111,22/11/2025,20,PLY-151,4,33.03,59.53,65.48,56.55,59.53,Plywood,238.12
DEL1111,22/11/2025,30,PIN-349,4,36.14,56.87,62.56,54.03,56.87,Pinturas,227.48
DEL1111,22/11/2025,40,PIN-680,2,18.63,31.98,35.18,30.38,31.98,Pinturas,63.96
DEL1112,27/04/2025,10,PIN-713,4,31.28,57.71,63.48,54.82,57.71,Pinturas,230.84
DEL1112,27/04/2025,20,ELÉ-260,1,27.14,41.5,45.65,39.42,41.5,Eléctrico,41.5
DEL1112,27/04/2025,30,CEM-384,3,18.52,26.01,28.61,24.71,26.01,Cemento,78.03
DEL1113,10/12/2025,10,CEM-603,3,9.54,12.83,14.11,12.19,12.83,Cemento,38.49
DEL1113,10/12/2025,20,CEM-337,1,18.63,34.08,37.49,32.38,34.08,Cemento,34.08
DEL1113,10/12/2025,30,PIN-691,3,9.98,15.23,16.75,14.47,15.23,Pinturas,45.69
DEL1113,10/12/2025,40,PLY-187,4,20.88,39.05,42.95,37.1,39.05,Plywood,156.2
DEL1114,12/05/2025,10,CEM-357,1,14.25,25.62,28.18,24.34,25.62,Cemento,25.62
DEL1114,12/05/2025,20,PLY-565,5,24.07,33.02,36.32,31.37,33.02,Plywood,165.1
DEL1115,14/06/2026,10,SEG-714,5,5.3,9.96,10.96,9.46,9.96,Seguridad,49.8
DEL1115,14/06/2026,20,CEM-548,5,6.81,10.84,11.92,10.3,10.84,Cemento,54.2
DEL1116,13/03/2026,10,CEM-896,4,18.58,28.26,31.09,26.85,28.26,Cemento,113.04
DEL1117,27/01/2026,10,TUB-851,1,9.71,13.81,15.19,13.12,13.81,Tuberías,13.81
DEL1118,23/11/2025,10,PLY-687,4,23.37,32.2,35.42,30.59,32.2,Plywood,128.8
DEL1118,23/11/2025,20,CEM-169,2,12.87,24.31,26.74,23.09,24.31,Cemento,48.62
DEL1118,23/11/2025,30,PIN-717,4,21.27,34.97,38.47,33.22,34.97,Pinturas,139.88
DEL1118,23/11/2025,40,CEM-599,3,29.97,49.38,54.32,46.91,49.38,Cemento,148.14
DEL1119,13/12/2025,10,SEG-391,2,32.15,52.69,57.96,50.06,52.69,Seguridad,105.38
DEL1119,13/12/2025,20,PLY-968,1,24.48,40.15,44.16,38.14,40.15,Plywood,40.15
DEL1119,13/12/2025,30,PIN-862,4,34.56,52.0,57.2,49.4,52.0,Pinturas,208.0
DEL1120,06/04/2026,10,PIN-171,3,19.41,27.07,29.78,25.72,27.07,Pinturas,81.21
DEL1120,06/04/2026,20,ELÉ-573,1,10.85,18.89,20.78,17.95,18.89,Eléctrico,18.89
DEL1120,06/04/2026,30,PLY-177,2,39.12,74.3,81.73,70.58,74.3,Plywood,148.6
DEL1121,10/09/2025,10,TUB-270,5,12.38,19.98,21.98,18.98,19.98,Tuberías,99.9
DEL1122,22/03/2026,10,CEM-485,2,31.41,56.81,62.49,53.97,56.81,Cemento,113.62
DEL1123,23/11/2025,10,CEM-564,2,7.93,12.0,13.2,11.4,12.0,Cemento,24.0
DEL1124,10/02/2025,10,ELÉ-940,3,14.4,22.76,25.04,21.62,22.76,Eléctrico,68.28
DEL1124,10/02/2025,20,CEM-323,1,37.04,66.49,73.14,63.17,66.49,Cemento,66.49
DEL1124,10/02/2025,30,PIN-754,1,36.54,64.57,71.03,61.34,64.57,Pinturas,64.57
DEL1125,27/04/2026,10,FER-159,5,31.53,45.17,49.69,42.91,45.17,Ferretería,225.85
DEL1125,27/04/2026,20,PIN-604,3,16.08,22.67,24.94,21.54,22.67,Pinturas,68.01
DEL1125,27/04/2026,30,PLY-186,1,24.14,34.03,37.43,32.33,34.03,Plywood,34.03
DEL1126,14/11/2025,10,CEM-215,4,37.79,58.45,64.3,55.53,58.45,Cemento,233.8
DEL1127,12/06/2026,10,TUB-486,1,5.79,9.81,10.79,9.32,9.81,Tuberías,9.81
DEL1127,12/06/2026,20,PLY-428,3,18.55,35.21,38.73,33.45,35.21,Plywood,105.63
DEL1127,12/06/2026,30,CEM-398,3,27.68,38.84,42.72,36.9,38.84,Cemento,116.52
DEL1128,08/09/2025,10,PLY-866,1,36.84,64.35,70.78,61.13,64.35,Plywood,64.35
DEL1128,08/09/2025,20,CEM-386,3,5.44,8.86,9.75,8.42,8.86,Cemento,26.58
DEL1128,08/09/2025,30,TUB-442,1,18.43,28.98,31.88,27.53,28.98,Tuberías,28.98
DEL1128,08/09/2025,40,TUB-628,1,15.03,19.85,21.84,18.86,19.85,Tuberías,19.85
DEL1129,13/05/2026,10,PIN-668,4,29.84,50.98,56.08,48.43,50.98,Pinturas,203.92
DEL1129,13/05/2026,20,CEM-153,5,39.49,58.32,64.15,55.4,58.32,Cemento,291.6
DEL1129,13/05/2026,30,CEM-968,5,23.36,38.85,42.74,36.91,38.85,Cemento,194.25
DEL1129,13/05/2026,40,PIN-230,1,37.83,60.02,66.02,57.02,60.02,Pinturas,60.02
DEL1130,08/01/2025,10,TUB-705,3,27.75,50.63,55.69,48.1,50.63,Tuberías,151.89
DEL1130,08/01/2025,20,PLY-847,3,31.32,51.79,56.97,49.2,51.79,Plywood,155.37
DEL1130,08/01/2025,30,PLY-641,4,29.83,49.77,54.75,47.28,49.77,Plywood,199.08
DEL1130,08/01/2025,40,PLY-473,3,19.62,28.43,31.27,27.01,28.43,Plywood,85.29
DEL1131,13/09/2025,10,PLY-367,3,23.47,40.34,44.37,38.32,40.34,Plywood,121.02
DEL1131,13/09/2025,20,ACE-705,5,5.65,9.15,10.07,8.69,9.15,Acero,45.75
DEL1131,13/09/2025,30,PLY-928,2,33.69,48.59,53.45,46.16,48.59,Plywood,97.18
DEL1131,13/09/2025,40,CEM-413,4,24.79,41.8,45.98,39.71,41.8,Cemento,167.2
DEL1132,30/05/2025,10,PIN-838,4,39.68,57.84,63.62,54.95,57.84,Pinturas,231.36
DEL1132,30/05/2025,20,CEM-921,2,31.76,59.48,65.43,56.51,59.48,Cemento,118.96
DEL1132,30/05/2025,30,PLY-787,4,21.14,36.12,39.73,34.31,36.12,Plywood,144.48
DEL1133,28/09/2025,10,TUB-448,3,7.36,12.2,13.42,11.59,12.2,Tuberías,36.6
DEL1133,28/09/2025,20,CEM-373,1,15.01,24.28,26.71,23.07,24.28,Cemento,24.28
DEL1133,28/09/2025,30,ACA-982,4,32.01,60.15,66.17,57.14,60.15,Acabados,240.6
DEL1134,29/07/2025,10,PLY-861,1,21.35,34.3,37.73,32.58,34.3,Plywood,34.3
DEL1135,03/02/2025,10,CEM-840,4,28.32,37.84,41.62,35.95,37.84,Cemento,151.36
DEL1135,03/02/2025,20,CEM-651,4,10.32,15.58,17.14,14.8,15.58,Cemento,62.32
DEL1135,03/02/2025,30,CEM-559,2,17.2,29.48,32.43,28.01,29.48,Cemento,58.96
DEL1136,12/03/2026,10,CEM-340,2,39.4,60.67,66.74,57.64,60.67,Cemento,121.34
DEL1137,20/10/2025,10,PLY-615,4,24.54,43.13,47.44,40.97,43.13,Plywood,172.52
DEL1137,20/10/2025,20,TUB-882,1,13.77,25.56,28.12,24.28,25.56,Tuberías,25.56
DEL1137,20/10/2025,30,TUB-497,1,28.34,38.59,42.45,36.66,38.59,Tuberías,38.59
DEL1137,20/10/2025,40,CEM-621,2,25.54,47.33,52.06,44.96,47.33,Cemento,94.66
DEL1138,19/03/2025,10,PLY-509,4,12.41,21.12,23.23,20.06,21.12,Plywood,84.48
DEL1139,10/05/2025,10,PLY-345,2,34.01,46.08,50.69,43.78,46.08,Plywood,92.16
DEL1139,10/05/2025,20,PLY-205,5,14.48,24.6,27.06,23.37,24.6,Plywood,123.0
DEL1139,10/05/2025,30,CEM-625,2,34.88,57.16,62.88,54.3,57.16,Cemento,114.32
DEL1140,04/03/2025,10,CEM-845,2,38.51,70.61,77.67,67.08,70.61,Cemento,141.22
DEL1140,04/03/2025,20,PLY-320,5,32.56,50.06,55.07,47.56,50.06,Plywood,250.3
DEL1140,04/03/2025,30,PLY-513,1,26.76,42.46,46.71,40.34,42.46,Plywood,42.46
DEL1140,04/03/2025,40,CEM-764,1,15.7,20.83,22.91,19.79,20.83,Cemento,20.83
DEL1141,21/05/2026,10,ACA-347,3,5.81,10.63,11.69,10.1,10.63,Acabados,31.89
DEL1142,17/05/2026,10,PLY-359,1,21.9,31.36,34.5,29.79,31.36,Plywood,31.36
DEL1142,17/05/2026,20,TUB-106,3,34.35,56.66,62.33,53.83,56.66,Tuberías,169.98
DEL1142,17/05/2026,30,CEM-376,4,8.92,13.94,15.33,13.24,13.94,Cemento,55.76
DEL1143,26/09/2025,10,HER-155,2,30.67,54.92,60.41,52.17,54.92,Herramientas,109.84
DEL1143,26/09/2025,20,ELÉ-919,3,14.18,25.05,27.56,23.8,25.05,Eléctrico,75.15
DEL1143,26/09/2025,30,ACE-421,3,22.6,36.55,40.2,34.72,36.55,Acero,109.65
DEL1143,26/09/2025,40,PLY-907,4,34.93,58.31,64.14,55.39,58.31,Plywood,233.24
DEL1144,09/03/2025,10,CEM-491,3,25.54,34.26,37.69,32.55,34.26,Cemento,102.78
DEL1144,09/03/2025,20,ACE-514,4,23.56,32.51,35.76,30.88,32.51,Acero,130.04
DEL1144,09/03/2025,30,PLY-405,1,32.52,59.4,65.34,56.43,59.4,Plywood,59.4
DEL1144,09/03/2025,40,PLY-203,4,21.87,31.41,34.55,29.84,31.41,Plywood,125.64
DEL1145,19/05/2025,10,CEM-402,5,28.27,50.25,55.28,47.74,50.25,Cemento,251.25
DEL1145,19/05/2025,20,ACE-303,2,31.9,55.72,61.29,52.93,55.72,Acero,111.44
DEL1145,19/05/2025,30,SEG-697,4,28.48,38.38,42.22,36.46,38.38,Seguridad,153.52
DEL1146,04/01/2026,10,CEM-948,5,37.9,60.54,66.59,57.51,60.54,Cemento,302.7
DEL1146,04/01/2026,20,CEM-488,5,16.81,27.46,30.21,26.09,27.46,Cemento,137.3
DEL1147,08/02/2025,10,PLY-607,3,38.89,68.1,74.91,64.69,68.1,Plywood,204.3
DEL1148,10/12/2025,10,FER-774,1,11.61,20.39,22.43,19.37,20.39,Ferretería,20.39
DEL1148,10/12/2025,20,TUB-880,1,11.69,19.93,21.92,18.93,19.93,Tuberías,19.93
DEL1149,25/02/2026,10,PLY-401,1,18.16,28.32,31.15,26.9,28.32,Plywood,28.32
DEL1149,25/02/2026,20,CEM-297,3,19.29,34.37,37.81,32.65,34.37,Cemento,103.11
DEL1149,25/02/2026,30,CEM-492,2,6.12,11.51,12.66,10.93,11.51,Cemento,23.02
DEL1149,25/02/2026,40,CEM-642,3,36.98,53.7,59.07,51.02,53.7,Cemento,161.1
DEL1150,24/11/2025,10,TUB-590,4,24.73,37.01,40.71,35.16,37.01,Tuberías,148.04
DEL1150,24/11/2025,20,CEM-188,1,39.74,65.2,71.72,61.94,65.2,Cemento,65.2
DEL1150,24/11/2025,30,PLY-351,3,5.34,7.63,8.39,7.25,7.63,Plywood,22.89
DEL1151,25/03/2025,10,TUB-179,4,31.57,47.46,52.21,45.09,47.46,Tuberías,189.84
DEL1151,25/03/2025,20,PLY-279,5,33.11,49.47,54.42,47.0,49.47,Plywood,247.35
DEL1151,25/03/2025,30,PLY-597,4,30.29,52.31,57.54,49.69,52.31,Plywood,209.24
DEL1152,02/06/2026,10,ACA-916,5,10.77,14.36,15.8,13.64,14.36,Acabados,71.8
DEL1152,02/06/2026,20,TUB-527,5,9.48,13.76,15.14,13.07,13.76,Tuberías,68.8
DEL1152,02/06/2026,30,PLY-238,4,30.81,52.35,57.59,49.73,52.35,Plywood,209.4
DEL1153,02/06/2025,10,PLY-337,5,12.47,17.49,19.24,16.62,17.49,Plywood,87.45
DEL1153,02/06/2025,20,ELÉ-546,4,17.01,31.61,34.77,30.03,31.61,Eléctrico,126.44
DEL1153,02/06/2025,30,HER-366,2,22.85,33.58,36.94,31.9,33.58,Herramientas,67.16
DEL1153,02/06/2025,40,CEM-238,2,25.67,42.76,47.04,40.62,42.76,Cemento,85.52
DEL1154,19/06/2025,10,CEM-590,2,22.25,34.49,37.94,32.77,34.49,Cemento,68.98
DEL1154,19/06/2025,20,PLY-615,5,23.69,44.27,48.7,42.06,44.27,Plywood,221.35
DEL1154,19/06/2025,30,TUB-855,4,15.05,20.45,22.5,19.43,20.45,Tuberías,81.8
DEL1155,27/02/2026,10,CEM-270,2,22.4,34.91,38.4,33.16,34.91,Cemento,69.82
DEL1155,27/02/2026,20,ACE-560,2,10.73,20.32,22.35,19.3,20.32,Acero,40.64
DEL1155,27/02/2026,30,TUB-150,1,13.07,17.32,19.05,16.45,17.32,Tuberías,17.32
DEL1156,20/09/2025,10,CEM-300,3,12.73,21.07,23.18,20.02,21.07,Cemento,63.21
DEL1156,20/09/2025,20,PLY-708,5,29.14,55.18,60.7,52.42,55.18,Plywood,275.9
DEL1156,20/09/2025,30,CEM-401,5,32.52,60.58,66.64,57.55,60.58,Cemento,302.9
DEL1156,20/09/2025,40,CEM-409,3,36.72,69.44,76.38,65.97,69.44,Cemento,208.32
DEL1157,17/06/2025,10,ELÉ-373,1,34.16,62.38,68.62,59.26,62.38,Eléctrico,62.38
DEL1157,17/06/2025,20,PLY-681,4,29.51,43.14,47.45,40.98,43.14,Plywood,172.56
DEL1158,24/05/2026,10,FER-385,5,39.15,63.71,70.08,60.52,63.71,Ferretería,318.55
DEL1159,20/02/2026,10,PLY-603,4,21.23,37.17,40.89,35.31,37.17,Plywood,148.68
DEL1159,20/02/2026,20,PIN-778,3,28.02,39.34,43.27,37.37,39.34,Pinturas,118.02
DEL1159,20/02/2026,30,PLY-743,3,20.85,34.21,37.63,32.5,34.21,Plywood,102.63
DEL1160,11/06/2025,10,CEM-321,3,34.59,60.6,66.66,57.57,60.6,Cemento,181.8
DEL1160,11/06/2025,20,PIN-987,1,30.51,51.3,56.43,48.73,51.3,Pinturas,51.3
DEL1160,11/06/2025,30,PIN-840,3,25.51,39.94,43.93,37.94,39.94,Pinturas,119.82
DEL1160,11/06/2025,40,PLY-915,2,18.57,30.59,33.65,29.06,30.59,Plywood,61.18
DEL1161,22/09/2025,10,PLY-581,2,16.89,23.17,25.49,22.01,23.17,Plywood,46.34
DEL1161,22/09/2025,20,PIN-756,4,15.71,25.93,28.52,24.63,25.93,Pinturas,103.72
DEL1162,20/12/2025,10,PLY-568,3,15.66,28.61,31.47,27.18,28.61,Plywood,85.83
DEL1162,20/12/2025,20,PLY-858,2,38.09,52.0,57.2,49.4,52.0,Plywood,104.0
DEL1162,20/12/2025,30,PLY-354,4,20.83,30.97,34.07,29.42,30.97,Plywood,123.88
DEL1163,22/11/2025,10,PIN-254,5,29.74,39.11,43.02,37.15,39.11,Pinturas,195.55
DEL1163,22/11/2025,20,PLY-662,1,35.82,64.18,70.6,60.97,64.18,Plywood,64.18
DEL1163,22/11/2025,30,CEM-591,3,28.34,50.03,55.03,47.53,50.03,Cemento,150.09
DEL1163,22/11/2025,40,PLY-906,1,31.41,50.6,55.66,48.07,50.6,Plywood,50.6
DEL1164,12/02/2025,10,PLY-858,5,20.07,36.02,39.62,34.22,36.02,Plywood,180.1
DEL1164,12/02/2025,20,CEM-437,4,39.18,70.52,77.57,66.99,70.52,Cemento,282.08
DEL1164,12/02/2025,30,ACA-454,5,39.05,62.18,68.4,59.07,62.18,Acabados,310.9
DEL1164,12/02/2025,40,CEM-389,5,8.56,14.69,16.16,13.96,14.69,Cemento,73.45
DEL1165,19/06/2025,10,TUB-441,4,15.76,23.12,25.43,21.96,23.12,Tuberías,92.48
DEL1165,19/06/2025,20,PIN-805,3,19.86,36.06,39.67,34.26,36.06,Pinturas,108.18
DEL1165,19/06/2025,30,CEM-477,4,31.85,42.49,46.74,40.37,42.49,Cemento,169.96
DEL1166,26/11/2025,10,TUB-291,2,36.6,59.94,65.93,56.94,59.94,Tuberías,119.88
DEL1166,26/11/2025,20,ACE-179,5,10.37,15.57,17.13,14.79,15.57,Acero,77.85
DEL1166,26/11/2025,30,PLY-637,1,15.39,20.81,22.89,19.77,20.81,Plywood,20.81
DEL1166,26/11/2025,40,PLY-440,2,33.75,48.42,53.26,46.0,48.42,Plywood,96.84
DEL1167,13/03/2025,10,ACE-145,4,37.15,49.08,53.99,46.63,49.08,Acero,196.32
DEL1167,13/03/2025,20,ACA-722,1,14.97,23.8,26.18,22.61,23.8,Acabados,23.8
DEL1167,13/03/2025,30,TUB-795,5,30.64,51.36,56.5,48.79,51.36,Tuberías,256.8
DEL1168,04/05/2026,10,TUB-811,4,36.8,58.65,64.52,55.72,58.65,Tuberías,234.6
DEL1168,04/05/2026,20,ACA-105,3,10.39,16.22,17.84,15.41,16.22,Acabados,48.66
DEL1168,04/05/2026,30,FER-566,5,31.55,54.32,59.75,51.6,54.32,Ferretería,271.6
DEL1169,21/03/2026,10,PIN-416,4,36.19,57.47,63.22,54.6,57.47,Pinturas,229.88
DEL1169,21/03/2026,20,SEG-245,4,29.09,53.51,58.86,50.83,53.51,Seguridad,214.04
DEL1169,21/03/2026,30,CEM-919,1,36.82,57.12,62.83,54.26,57.12,Cemento,57.12
DEL1169,21/03/2026,40,PLY-463,1,16.43,27.37,30.11,26.0,27.37,Plywood,27.37
DEL1170,12/07/2025,10,CEM-349,3,29.0,52.14,57.35,49.53,52.14,Cemento,156.42
DEL1170,12/07/2025,20,PIN-625,4,23.36,43.89,48.28,41.7,43.89,Pinturas,175.56
DEL1171,30/10/2025,10,TUB-673,3,9.65,13.87,15.26,13.18,13.87,Tuberías,41.61
DEL1171,30/10/2025,20,ACA-102,4,9.12,13.65,15.02,12.97,13.65,Acabados,54.6
DEL1171,30/10/2025,30,CEM-949,1,9.11,14.38,15.82,13.66,14.38,Cemento,14.38
DEL1171,30/10/2025,40,CEM-284,5,31.73,55.69,61.26,52.91,55.69,Cemento,278.45
DEL1172,03/05/2026,10,PLY-121,1,7.24,10.02,11.02,9.52,10.02,Plywood,10.02
DEL1173,25/10/2025,10,ELÉ-387,4,24.79,37.61,41.37,35.73,37.61,Eléctrico,150.44
DEL1174,12/02/2026,10,CEM-382,1,28.61,49.43,54.37,46.96,49.43,Cemento,49.43
DEL1174,12/02/2026,20,PLY-236,2,8.28,13.81,15.19,13.12,13.81,Plywood,27.62
DEL1174,12/02/2026,30,PIN-370,5,33.6,59.31,65.24,56.34,59.31,Pinturas,296.55
DEL1175,03/10/2025,10,CEM-360,5,27.33,38.15,41.97,36.24,38.15,Cemento,190.75
DEL1176,18/02/2025,10,CEM-855,4,6.11,10.34,11.37,9.82,10.34,Cemento,41.36
DEL1177,06/02/2026,10,CEM-533,5,31.77,41.34,45.47,39.27,41.34,Cemento,206.7
DEL1177,06/02/2026,20,PIN-801,4,28.49,48.51,53.36,46.08,48.51,Pinturas,194.04
DEL1177,06/02/2026,30,PIN-352,1,36.52,52.29,57.52,49.68,52.29,Pinturas,52.29
DEL1177,06/02/2026,40,TUB-133,3,22.17,29.4,32.34,27.93,29.4,Tuberías,88.2
DEL1178,02/09/2025,10,PLY-366,4,25.41,42.33,46.56,40.21,42.33,Plywood,169.32
DEL1178,02/09/2025,20,PLY-191,5,26.08,45.42,49.96,43.15,45.42,Plywood,227.1
DEL1179,15/07/2025,10,PLY-822,3,24.39,33.06,36.37,31.41,33.06,Plywood,99.18
DEL1180,06/09/2025,10,PLY-478,2,20.77,29.82,32.8,28.33,29.82,Plywood,59.64
DEL1180,06/09/2025,20,PLY-817,3,11.87,20.06,22.07,19.06,20.06,Plywood,60.18
DEL1180,06/09/2025,30,PLY-959,5,30.95,53.52,58.87,50.84,53.52,Plywood,267.6
DEL1180,06/09/2025,40,CEM-501,2,6.3,10.13,11.14,9.62,10.13,Cemento,20.26
DEL1181,07/08/2025,10,PLY-460,5,19.61,30.18,33.2,28.67,30.18,Plywood,150.9
DEL1182,19/05/2025,10,TUB-632,5,9.43,17.41,19.15,16.54,17.41,Tuberías,87.05
DEL1183,06/07/2025,10,CEM-764,3,23.44,43.02,47.32,40.87,43.02,Cemento,129.06
DEL1183,06/07/2025,20,PLY-969,1,7.19,11.28,12.41,10.72,11.28,Plywood,11.28
DEL1183,06/07/2025,30,ACE-492,4,31.21,41.69,45.86,39.61,41.69,Acero,166.76
DEL1183,06/07/2025,40,HER-289,5,10.29,14.01,15.41,13.31,14.01,Herramientas,70.05
DEL1184,11/01/2026,10,TUB-193,5,33.14,45.56,50.12,43.28,45.56,Tuberías,227.8
DEL1184,11/01/2026,20,FER-734,2,16.68,23.84,26.22,22.65,23.84,Ferretería,47.68
DEL1184,11/01/2026,30,PLY-249,5,14.47,18.83,20.71,17.89,18.83,Plywood,94.15
DEL1184,11/01/2026,40,TUB-915,4,37.24,59.21,65.13,56.25,59.21,Tuberías,236.84
DEL1185,24/02/2026,10,PLY-887,2,34.74,49.24,54.16,46.78,49.24,Plywood,98.48
DEL1185,24/02/2026,20,PLY-129,1,31.33,41.62,45.78,39.54,41.62,Plywood,41.62
DEL1186,04/04/2025,10,CEM-289,3,6.67,10.7,11.77,10.16,10.7,Cemento,32.1
DEL1186,04/04/2025,20,PLY-978,4,35.88,55.58,61.14,52.8,55.58,Plywood,222.32
DEL1187,22/10/2025,10,PLY-259,5,31.21,48.12,52.93,45.71,48.12,Plywood,240.6
DEL1187,22/10/2025,20,SEG-909,3,20.68,35.95,39.55,34.15,35.95,Seguridad,107.85
DEL1187,22/10/2025,30,PLY-885,1,22.26,36.0,39.6,34.2,36.0,Plywood,36.0
DEL1188,13/05/2025,10,TUB-720,1,12.22,17.12,18.83,16.26,17.12,Tuberías,17.12
DEL1188,13/05/2025,20,ELÉ-834,2,37.6,58.5,64.35,55.57,58.5,Eléctrico,117.0
DEL1188,13/05/2025,30,PLY-230,3,39.28,58.25,64.08,55.34,58.25,Plywood,174.75
DEL1188,13/05/2025,40,PLY-391,3,12.56,22.43,24.67,21.31,22.43,Plywood,67.29
DEL1189,29/12/2025,10,PLY-218,1,26.66,46.19,50.81,43.88,46.19,Plywood,46.19
DEL1189,29/12/2025,20,CEM-264,5,27.18,48.6,53.46,46.17,48.6,Cemento,243.0
DEL1189,29/12/2025,30,FER-800,2,7.89,11.42,12.56,10.85,11.42,Ferretería,22.84
DEL1189,29/12/2025,40,PLY-795,1,13.42,19.12,21.03,18.16,19.12,Plywood,19.12
DEL1190,10/01/2026,10,PLY-235,3,34.59,65.23,71.75,61.97,65.23,Plywood,195.69
DEL1190,10/01/2026,20,CEM-369,1,34.31,52.7,57.97,50.06,52.7,Cemento,52.7
DEL1190,10/01/2026,30,PLY-254,3,15.05,21.81,23.99,20.72,21.81,Plywood,65.43
DEL1191,03/06/2025,10,ACE-320,3,24.83,45.53,50.08,43.25,45.53,Acero,136.59
DEL1191,03/06/2025,20,TUB-311,2,15.58,21.59,23.75,20.51,21.59,Tuberías,43.18
DEL1192,11/12/2025,10,PLY-804,4,25.37,40.21,44.23,38.2,40.21,Plywood,160.84
DEL1192,11/12/2025,20,TUB-405,4,7.79,11.83,13.01,11.24,11.83,Tuberías,47.32
DEL1193,17/08/2025,10,PLY-952,4,11.54,15.58,17.14,14.8,15.58,Plywood,62.32
DEL1194,14/01/2026,10,TUB-445,4,25.89,39.93,43.92,37.93,39.93,Tuberías,159.72
DEL1195,14/03/2026,10,SEG-286,3,10.12,13.49,14.84,12.82,13.49,Seguridad,40.47
DEL1195,14/03/2026,20,TUB-308,1,19.26,31.42,34.56,29.85,31.42,Tuberías,31.42
DEL1195,14/03/2026,30,PLY-696,5,6.35,11.28,12.41,10.72,11.28,Plywood,56.4
DEL1195,14/03/2026,40,PIN-568,2,21.72,39.86,43.85,37.87,39.86,Pinturas,79.72
DEL1196,05/02/2025,10,FER-113,2,17.34,27.15,29.87,25.79,27.15,Ferretería,54.3
DEL1196,05/02/2025,20,TUB-436,1,27.74,51.06,56.17,48.51,51.06,Tuberías,51.06
DEL1197,10/06/2026,10,PLY-692,4,29.74,55.77,61.35,52.98,55.77,Plywood,223.08
DEL1197,10/06/2026,20,PLY-991,1,30.5,45.14,49.65,42.88,45.14,Plywood,45.14
DEL1198,19/01/2025,10,ACE-397,5,39.25,62.7,68.97,59.56,62.7,Acero,313.5
DEL1198,19/01/2025,20,TUB-439,1,12.39,23.21,25.53,22.05,23.21,Tuberías,23.21
DEL1198,19/01/2025,30,PLY-495,5,20.15,30.32,33.35,28.8,30.32,Plywood,151.6
DEL1199,02/01/2026,10,TUB-226,3,38.97,71.45,78.6,67.88,71.45,Tuberías,214.35
DEL1199,02/01/2026,20,HER-122,2,5.96,8.9,9.79,8.46,8.9,Herramientas,17.8
